dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)
4.000	5.000	4.000	153.091	316.612	127.937	122.250	131.053	5.219	-0.111	-0.090	0.055	5.000	4.000	174.556	316.612	133.530	118.576	124.900	2.392	-0.138	0.057	0.186	5.000	4.000	120.464	316.612	120.383	116.000	119.935	5.420	0.574	0.018	-0.258	5.000	4.000	151.222	316.612	130.031	118.724	128.583	2.213	0.260	0.314	-0.080	5.000	4.000	170.286	316.612	136.293	118.788	124.708	3.036	-0.130	-0.048	0.063	5.000	4.000	152.950	316.612	120.243	112.375	122.385	12.798	0.233	0.239	0.051	15.000	4.000	150.103	346.467	129.758	119.179	127.933	2.719	0.230	0.134	-0.036	19.000	4.000	131.109	344.273	119.269	116.767	124.929	1.295	0.324	0.086	-0.263	30.000	4.000	141.167	341.903	133.232	130.686	143.909	0.841	0.005	0.062	0.123	54.000	4.000	178.130	320.221	147.139	133.061	154.900	1.847	0.803	0.231	-0.738	86.000	4.000	191.800	339.209	141.685	124.000	133.789	1.471	0.130	0.144	0.021	104.000	4.000	158.143	323.836	133.479	120.828	130.300	2.615	0.647	0.290	-0.205
5.000	6.000	5.000	172.095	322.298	127.694	116.788	124.188	5.709	0.490	-0.145	-0.634	6.000	5.000	162.214	322.298	131.037	121.676	128.500	2.335	-0.057	0.000	0.054	6.000	5.000	120.455	322.298	120.301	130.632	137.185	5.534	0.114	-0.452	-0.127	6.000	5.000	148.303	322.298	128.517	120.688	131.000	2.638	0.425	0.268	0.000	6.000	5.000	183.742	322.298	134.957	117.067	123.053	3.093	0.057	-0.012	-0.052	6.000	5.000	157.870	322.298	119.979	115.844	121.421	13.272	0.474	0.120	-0.154	16.000	5.000	152.568	346.939	128.711	118.704	125.467	2.975	0.257	0.142	-0.204	20.000	5.000	134.844	345.536	121.365	116.767	125.769	1.517	0.222	-0.000	-0.183	31.000	5.000	136.786	337.488	128.472	128.429	138.000	0.950	0.108	0.181	0.241	55.000	5.000	184.326	323.768	147.513	128.704	143.133	2.076	0.230	0.184	-0.046	87.000	5.000	171.815	339.131	138.170	123.594	140.643	1.428	-0.043	0.105	0.068	105.000	5.000	147.361	323.810	131.271	119.219	127.312	2.615	0.000	0.198	0.099
6.000	7.000	6.000	172.262	328.672	131.235	117.594	127.200	5.690	-0.019	-0.090	-0.090	7.000	6.000	158.963	328.672	130.485	123.969	136.167	2.362	0.027	0.118	0.182	7.000	6.000	124.727	328.672	126.377	132.906	143.875	4.007	-1.527	-0.446	-0.125	7.000	6.000	157.421	328.672	129.773	114.677	120.588	3.441	0.804	0.364	-0.377	7.000	6.000	176.032	328.672	139.003	122.133	128.611	3.120	0.027	-0.000	-0.000	7.000	6.000	159.907	328.672	119.899	112.438	128.375	13.605	0.333	0.223	-0.091	17.000	6.000	163.238	344.958	130.779	118.714	127.333	3.527	0.552	0.058	-0.407	21.000	6.000	130.209	344.905	118.623	117.367	127.231	1.582	0.065	-0.000	-0.085	32.000	6.000	140.464	337.130	131.122	124.588	137.846	0.889	-0.060	0.180	-0.203	56.000	6.000	174.233	326.394	141.232	123.571	133.375	2.176	0.100	0.372	0.184	88.000	6.000	192.933	341.515	138.819	125.727	136.875	1.815	0.387	0.180	-0.178	106.000	6.000	158.433	321.587	133.704	121.038	131.000	2.784	0.168	0.038	-0.167
7.000	8.000	7.000	188.651	338.290	135.599	117.966	125.467	6.310	0.620	-0.089	-0.669	8.000	7.000	149.786	338.290	127.094	121.714	130.600	2.159	-0.203	0.053	0.181	8.000	7.000	121.926	338.290	126.219	133.441	146.556	4.099	0.092	-0.125	-0.314	8.000	7.000	155.636	338.290	129.254	117.935	123.864	3.609	0.168	0.188	0.045	8.000	7.000	185.448	338.290	138.348	121.259	127.733	3.120	0.000	-0.000	-0.029	8.000	7.000	145.676	338.290	120.817	111.969	118.375	13.521	-0.084	0.082	0.101	18.000	7.000	149.619	344.178	124.578	114.885	124.867	3.240	-0.287	0.032	0.315	22.000	7.000	137.075	346.619	117.948	113.167	121.091	1.647	0.065	-0.000	-0.122	33.000	7.000	141.767	339.508	131.179	126.129	134.941	1.038	0.149	0.107	0.043	57.000	7.000	178.636	325.048	143.317	122.688	134.471	2.712	0.536	0.189	-0.135	89.000	7.000	182.448	342.845	137.552	123.625	133.444	1.712	-0.103	-0.074	0.034	107.000	7.000	148.929	328.781	130.746	123.615	139.909	1.758	-1.026	-0.866	0.039
8.000	9.000	8.000	175.476	337.562	132.209	113.719	120.455	6.318	0.008	0.089	0.089	9.000	8.000	144.607	337.562	129.417	123.176	138.500	2.167	0.008	0.053	0.053	9.000	8.000	124.074	337.562	128.763	132.571	148.688	3.915	-0.184	-0.221	-0.000	9.000	8.000	146.667	337.562	125.950	114.303	118.115	3.682	0.073	0.205	0.062	9.000	8.000	181.966	337.562	137.599	120.000	126.700	3.193	0.073	0.063	-0.000	9.000	8.000	149.833	337.562	120.826	115.028	123.053	13.926	0.406	0.133	-0.192	19.000	8.000	179.522	344.273	136.490	114.926	120.579	4.357	1.118	0.056	-0.936	23.000	8.000	132.487	343.038	117.127	115.710	122.318	1.785	0.138	0.082	-0.041	34.000	8.000	131.963	339.225	123.586	122.840	133.857	0.626	-0.412	0.226	0.802	58.000	8.000	201.812	326.680	144.610	124.697	136.438	3.329	0.617	0.209	-0.468	90.000	8.000	194.107	343.075	132.928	118.533	128.538	2.359	0.647	0.600	0.000	108.000	8.000	145.071	329.067	132.632	120.680	124.792	2.527	0.769	0.737	-0.033
9.000	10.000	9.000	178.714	344.086	133.097	114.065	120.136	6.475	0.157	-0.145	-0.290	10.000	9.000	147.296	344.086	127.951	124.028	132.095	2.205	0.038	0.000	-0.013	10.000	9.000	129.083	344.086	126.628	128.500	138.286	3.296	-0.620	-0.204	0.486	10.000	9.000	156.364	344.086	127.444	115.452	122.300	4.367	0.685	0.286	-0.268	10.000	9.000	180.286	344.086	137.661	121.433	127.684	3.101	-0.092	-0.063	-0.000	10.000	9.000	148.633	344.086	120.177	115.214	121.792	14.102	0.176	0.034	-0.042	20.000	9.000	156.571	345.536	124.796	113.640	120.294	3.619	-0.739	0.145	0.789	24.000	9.000	134.091	342.458	120.875	117.438	123.700	1.915	0.130	0.125	-0.062	35.000	9.000	156.074	338.658	135.261	124.485	133.818	1.631	1.005	0.129	-1.112	59.000	9.000	198.778	325.485	146.598	126.625	141.895	3.367	0.038	0.131	0.091	91.000	9.000	188.393	339.246	133.883	117.767	125.412	2.914	0.555	0.473	-0.062	109.000	9.000	138.704	328.382	127.519	118.762	125.909	2.560	0.033	0.293	0.123
10.000	11.000	10.000	177.333	345.102	135.194	117.857	124.500	6.540	0.065	-0.033	-0.089	11.000	10.000	156.333	345.102	127.125	123.171	132.348	2.259	0.054	0.063	-0.015	11.000	10.000	135.974	345.102	128.304	132.306	145.400	2.267	-1.029	-0.125	0.829	11.000	10.000	147.515	345.102	122.352	113.138	117.217	4.337	-0.030	0.210	0.206	11.000	10.000	181.871	345.102	136.625	116.969	123.867	3.166	0.065	0.064	0.013	11.000	10.000	148.788	345.102	120.269	118.122	123.560	14.565	0.463	0.078	-0.141	21.000	10.000	162.167	344.905	125.249	116.259	122.714	3.814	0.195	0.028	-0.145	25.000	10.000	133.643	341.504	119.690	116.533	128.400	2.156	0.241	0.143	-0.125	36.000	10.000	136.889	338.375	129.142	125.444	137.500	0.908	-0.723	0.128	0.843	60.000	10.000	196.245	326.951	142.420	124.212	136.500	3.634	0.268	0.196	0.000	92.000	10.000	191.034	341.408	134.203	123.600	134.417	3.017	0.103	0.062	-0.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	180.262	345.929	136.206	115.062	124.875	6.827	0.287	-0.111	-0.346	12.000	11.000	159.630	345.929	129.898	126.219	144.857	2.836	0.577	0.065	-0.598	12.000	11.000	133.321	345.929	118.278	119.600	128.429	0.542	-1.724	0.082	1.706	12.000	11.000	157.133	345.929	127.419	115.900	124.462	4.884	0.547	0.186	-0.391	12.000	11.000	184.310	345.929	134.621	118.000	125.375	3.101	-0.065	-0.064	-0.000	12.000	11.000	162.132	345.929	122.159	115.951	122.727	14.933	0.368	0.050	-0.291	22.000	11.000	194.188	346.619	134.739	114.750	120.050	4.525	0.712	-0.028	-0.726	26.000	11.000	136.333	341.857	120.004	118.964	125.765	2.508	0.352	-0.000	-0.331	37.000	11.000	136.643	335.330	131.993	123.844	133.409	1.344	0.436	0.064	-0.331	61.000	11.000	192.150	325.939	143.814	123.839	137.778	3.589	-0.046	0.111	0.095	93.000	11.000	146.667	340.517	128.022	120.600	126.913	2.351	-0.666	-0.062	0.554	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	178.595	346.429	137.306	117.067	121.391	6.827	0.000	-0.000	-0.000	13.000	12.000	180.607	346.429	134.108	127.000	134.783	2.958	0.122	-0.128	-0.261	13.000	12.000	123.852	346.429	114.000	113.600	125.000	0.470	-0.072	-0.058	-0.058	13.000	12.000	154.417	346.429	125.711	115.100	119.375	5.393	0.509	0.206	-0.206	13.000	12.000	186.714	346.429	137.143	119.688	126.652	3.109	0.008	-0.000	-0.032	13.000	12.000	165.931	346.429	121.561	117.200	121.871	14.657	-0.276	-0.104	0.190	23.000	12.000	152.227	343.038	124.446	113.515	118.565	3.779	-0.747	-0.059	0.719	27.000	12.000	127.333	338.254	117.845	114.333	119.111	2.454	-0.054	-0.141	-0.114	38.000	12.000	132.964	332.002	128.677	125.771	141.000	0.790	-0.554	0.080	0.723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	12.000	171.963	333.016	130.928	117.688	124.733	2.906	0.555	0.126	-0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	182.548	347.060	138.270	114.276	121.824	6.965	0.138	0.056	-0.089	14.000	13.000	189.700	347.060	132.553	121.062	128.261	2.885	-0.073	-0.127	-0.065	14.000	13.000	129.643	347.060	121.200	119.778	124.400	0.470	-3.886E-16	-0.058	-0.116	14.000	13.000	162.139	347.060	127.562	112.464	122.000	5.844	0.452	0.226	-0.206	14.000	13.000	182.241	347.060	134.015	116.031	121.391	3.109	0.000	-0.000	-0.000	14.000	13.000	150.129	347.060	120.273	113.200	118.207	14.519	-0.138	0.084	0.419	24.000	13.000	151.690	342.458	123.757	117.700	124.500	3.557	-0.222	-0.152	-0.007	28.000	13.000	136.333	338.579	129.640	118.667	128.000	3.762	1.308	-0.199	-1.351	39.000	13.000	145.515	329.786	131.240	123.250	138.556	2.029	1.239	0.204	-1.046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	13.000	169.333	332.264	132.133	121.912	138.429	2.833	-0.073	-0.127	-0.048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	190.605	346.467	144.612	113.867	125.308	7.168	0.203	-0.021	-0.234	15.000	14.000	168.481	346.467	133.426	125.455	131.130	2.698	-0.187	-0.061	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	160.077	346.467	127.139	114.207	119.824	6.177	0.333	0.000	-0.227	15.000	14.000	192.606	346.467	137.943	117.111	125.846	3.193	0.084	-0.013	-0.051	15.000	14.000	145.519	346.467	119.783	116.477	118.512	13.892	-0.628	-0.092	0.371	25.000	14.000	154.568	341.504	125.019	118.400	122.611	3.714	0.157	-0.031	-0.145	29.000	14.000	130.724	338.470	119.792	113.759	120.263	2.687	-1.075	-0.000	0.877	40.000	14.000	128.074	330.043	127.638	123.677	129.261	1.333	-0.696	0.253	0.837	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	14.000	157.679	330.436	129.563	119.758	131.833	2.795	-0.038	0.080	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	182.300	346.939	143.476	115.500	121.292	7.011	-0.157	-0.089	-0.000	16.000	15.000	185.138	346.939	133.110	120.094	125.320	2.809	0.111	0.010	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	169.595	346.939	129.321	115.571	123.375	6.575	0.398	0.062	-0.329	16.000	15.000	186.929	346.939	132.567	115.966	128.364	3.093	-0.100	0.013	0.077	16.000	15.000	141.185	346.939	119.967	117.097	125.273	13.651	-0.241	1.174E-15	0.368	26.000	15.000	192.292	341.857	131.206	114.179	132.857	4.541	0.827	0.120	-0.732	30.000	15.000	128.758	341.903	120.105	114.281	121.056	4.336	1.649	0.069	-1.349	41.000	15.000	136.407	329.527	128.550	119.697	128.526	1.945	0.612	0.255	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	15.000	179.750	329.773	130.943	119.818	128.909	3.017	0.222	0.000	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	151.000	344.958	123.402	114.000	120.706	4.527	-2.484	-0.000	2.291	17.000	16.000	180.655	344.958	130.322	116.000	123.688	2.717	-0.092	-0.010	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	160.750	344.958	129.076	115.963	122.154	6.613	0.038	-0.020	-0.062	17.000	16.000	185.571	344.958	132.581	114.615	122.000	3.001	-0.092	-0.064	-0.000	17.000	16.000	144.172	344.958	120.521	119.514	128.429	13.670	0.019	0.046	0.092	27.000	16.000	164.310	338.254	125.866	116.567	121.476	3.967	-0.574	-0.013	0.534	31.000	16.000	133.222	337.488	123.464	114.485	121.722	4.447	0.111	0.065	-0.000	42.000	16.000	150.963	328.176	129.681	118.059	127.824	2.557	0.612	0.267	-0.320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	16.000	171.667	328.885	130.237	122.062	129.318	2.944	-0.073	0.000	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	176.048	344.178	140.909	113.034	123.059	7.030	2.503	-0.033	-2.264	18.000	17.000	138.481	344.178	127.806	119.647	125.500	2.078	-0.639	-0.009	0.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	169.714	344.178	129.975	113.429	121.429	6.808	0.195	0.000	-0.186	18.000	17.000	177.692	344.178	134.727	114.280	124.000	3.128	0.127	0.063	-0.032	18.000	17.000	138.963	344.178	117.672	114.419	118.952	13.131	-0.539	-0.181	0.314	28.000	17.000	163.977	338.579	126.302	115.759	123.583	4.159	0.192	0.017	-0.180	32.000	17.000	132.067	337.130	123.927	120.062	127.750	4.688	0.241	0.264	-0.065	43.000	17.000	149.667	325.711	130.006	121.548	134.500	2.917	0.360	0.357	0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	17.000	165.519	324.887	129.418	121.806	131.929	3.009	0.065	0.063	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	189.628	344.273	144.607	116.138	122.529	7.233	0.203	0.034	-0.179	19.000	18.000	142.037	344.273	126.157	124.839	130.286	2.262	0.184	-0.065	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	153.692	344.273	126.139	112.000	117.706	6.299	-0.509	-0.062	0.411	19.000	18.000	185.452	344.273	134.506	117.000	121.200	3.200	0.073	-0.079	-0.079	19.000	18.000	143.444	344.273	118.398	117.763	125.476	13.077	-0.054	0.048	0.136	29.000	18.000	178.644	338.470	130.646	117.179	124.214	4.248	0.089	-0.064	-0.170	33.000	18.000	132.306	339.508	123.775	118.167	127.071	4.772	0.084	-0.000	-0.000	44.000	18.000	155.778	322.736	131.861	123.676	143.625	3.537	0.620	0.206	-0.299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	18.000	186.931	326.362	130.916	116.000	128.727	3.304	0.295	0.180	-0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	186.275	345.536	144.165	114.233	118.520	7.011	-0.222	-0.000	0.145	20.000	19.000	188.172	345.536	131.171	120.676	129.188	2.874	0.612	-0.006	-0.652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	161.152	345.536	127.915	113.280	120.615	6.632	0.333	0.082	-0.267	20.000	19.000	180.643	345.536	134.142	117.333	123.522	3.082	-0.119	0.016	0.079	20.000	19.000	138.963	345.536	118.259	116.121	120.045	12.893	-0.184	0.092	0.087	30.000	19.000	178.841	341.903	129.568	116.800	127.182	4.294	0.046	0.091	-0.040	34.000	19.000	130.407	339.225	121.444	118.935	128.500	3.437	-1.335	-0.000	1.075	45.000	19.000	158.429	325.326	131.410	119.258	126.727	3.885	0.349	0.197	-0.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	19.000	188.613	336.763	131.288	118.852	125.545	3.701	0.398	0.349	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	188.267	344.905	141.717	111.862	117.529	7.214	0.203	-0.000	-0.089	21.000	20.000	180.593	344.905	132.514	121.576	122.404	2.706	-0.168	-0.184	-0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	155.128	344.905	126.817	115.185	122.438	6.456	-0.176	-0.144	0.062	21.000	20.000	182.429	344.905	133.109	116.690	128.333	3.101	0.019	0.050	0.013	21.000	20.000	138.406	344.905	117.899	116.806	122.650	12.782	-0.111	0.044	0.092	31.000	20.000	176.140	337.488	127.615	116.194	124.000	4.313	0.019	0.000	0.040	35.000	20.000	139.741	338.658	125.131	118.000	123.957	5.403	1.966	-0.130	-1.938	46.000	20.000	159.567	322.413	130.036	120.786	126.188	4.394	0.509	0.263	-0.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	20.000	175.074	328.041	128.790	115.679	125.700	3.571	-0.130	0.000	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	184.167	346.619	139.014	112.467	118.450	6.992	-0.222	-0.000	0.179	22.000	21.000	191.321	346.619	135.567	124.371	131.440	2.633	-0.073	-0.060	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	158.909	346.619	127.444	116.400	123.235	6.449	-0.008	0.043	0.000	22.000	21.000	189.848	346.619	136.041	116.742	126.429	3.193	0.092	0.013	-0.051	22.000	21.000	137.000	346.619	118.717	115.886	120.480	12.644	-0.138	0.048	0.227	32.000	21.000	182.909	337.130	129.153	115.161	122.800	4.432	0.119	0.103	-0.080	36.000	21.000	134.185	338.375	126.603	117.867	122.316	5.162	-0.241	-0.067	0.130	47.000	21.000	157.111	325.468	128.264	116.900	125.067	4.551	0.157	0.247	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	21.000	171.889	321.792	128.480	118.167	124.941	3.682	0.111	0.081	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	167.595	343.038	129.747	114.828	122.357	5.866	-1.125	0.089	1.137	23.000	22.000	208.893	343.038	135.491	131.816	140.818	2.863	0.230	0.033	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	153.028	343.038	127.302	116.897	130.583	6.211	-0.238	0.076	0.268	23.000	22.000	188.938	343.038	134.590	117.464	125.846	3.193	0.000	-0.012	-0.000	23.000	22.000	133.815	343.038	117.057	115.000	120.696	12.579	-0.065	-0.000	-0.006	33.000	22.000	184.340	339.508	129.246	115.200	124.375	4.562	0.130	0.052	0.000	37.000	22.000	135.630	335.330	126.409	117.676	124.650	4.810	-0.352	-0.195	0.130	48.000	22.000	149.077	322.711	127.199	116.875	123.700	5.060	0.509	0.206	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	22.000	164.852	323.836	127.799	118.069	125.923	3.950	0.268	0.288	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	191.500	342.458	140.423	116.519	121.571	7.214	1.347	0.090	-1.082	24.000	23.000	184.071	342.458	134.468	132.629	143.526	2.741	-0.122	0.086	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	156.733	342.458	128.851	117.152	128.143	6.368	0.157	-0.079	-0.268	24.000	23.000	180.185	342.458	136.833	116.971	122.391	3.281	0.089	-0.000	-0.147	24.000	23.000	145.931	342.458	117.922	117.382	125.789	12.698	0.119	-0.000	-0.043	34.000	23.000	191.122	339.225	130.620	114.438	122.042	4.378	-0.184	-0.051	0.091	38.000	23.000	136.185	332.002	126.855	114.333	125.583	5.552	0.742	-0.128	-0.846	49.000	23.000	145.567	323.073	126.122	116.483	123.944	5.236	0.176	0.391	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	23.000	186.033	323.810	130.305	118.833	129.429	4.337	0.387	0.166	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	192.205	341.504	138.348	118.355	124.667	7.286	0.073	0.090	-0.000	25.000	24.000	185.517	341.504	132.511	127.395	134.346	2.852	0.111	-0.005	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	152.333	341.504	128.365	115.968	120.286	6.019	-0.349	-0.029	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	146.448	341.504	117.841	119.056	125.300	12.165	-0.533	0.050	0.493	35.000	24.000	185.638	338.658	129.724	116.290	127.500	4.248	-0.130	-0.091	0.051	39.000	24.000	133.250	329.786	122.966	116.533	126.000	4.745	-0.807	0.066	0.974	50.000	24.000	156.727	324.524	126.941	113.900	127.111	5.783	0.547	0.187	-0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	24.000	172.444	321.587	127.325	119.138	126.421	4.337	0.000	0.144	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	181.429	341.857	132.263	114.407	120.368	6.632	-0.655	0.055	0.613	26.000	25.000	176.655	341.857	133.502	130.135	141.182	2.814	-0.038	0.065	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	158.294	341.857	129.232	115.933	122.500	6.528	0.509	0.178	-0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	136.630	341.857	117.630	111.927	117.677	11.749	-0.417	0.133	0.439	36.000	25.000	171.886	338.375	130.134	121.846	129.125	4.010	-0.238	-0.234	0.078	40.000	25.000	136.037	330.043	122.846	113.382	120.045	5.181	0.436	-0.064	-0.586	51.000	25.000	144.733	325.863	124.521	119.000	125.529	5.653	-0.130	0.205	0.330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	25.000	171.370	328.781	125.490	117.250	131.250	4.318	-0.019	0.061	0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	184.222	338.254	130.260	112.833	120.462	6.927	0.295	0.089	-0.200	27.000	26.000	164.200	338.254	131.251	128.784	137.826	2.584	-0.230	0.000	0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	152.242	338.254	130.221	117.935	122.958	6.295	-0.233	0.029	0.253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	139.679	338.254	120.155	124.351	142.556	9.621	-2.127	-0.745	0.417	37.000	26.000	176.140	335.330	130.439	116.000	123.842	3.807	-0.203	-0.182	-0.039	41.000	26.000	139.185	329.527	126.490	119.057	126.950	5.644	0.463	-0.000	-0.456	52.000	26.000	140.867	325.844	124.120	113.742	124.235	5.699	0.046	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	26.000	175.321	329.067	127.799	119.207	126.312	4.402	0.084	0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
