dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)
54.000	55.000	54.000	176.806	331.002	134.072	126.581	134.000	1.536	0.157	0.020	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	54.000	152.933	331.002	119.948	110.438	120.294	9.764	0.038	-0.037	-0.144	55.000	54.000	174.444	331.002	121.034	107.677	116.438	13.244	0.111	-0.000	-0.136	55.000	54.000	157.109	331.002	117.033	108.333	118.909	12.179	0.038	0.000	-0.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	54.000	123.556	331.002	115.325	112.562	121.312	11.114	-1.522	-0.000	1.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	54.000	171.304	329.672	133.755	119.469	125.353	2.157	0.203	0.141	-0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	54.000	141.326	329.600	121.608	113.206	119.421	7.901	-0.008	0.281	0.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.000	56.000	55.000	161.071	326.440	132.089	122.879	127.759	1.387	-0.149	-0.000	0.095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	55.000	127.455	326.440	117.183	108.742	113.095	8.746	-1.018	0.038	0.808	56.000	55.000	170.744	326.440	120.820	108.156	116.188	13.206	-0.038	-0.000	-0.000	56.000	55.000	142.116	326.440	117.119	110.406	115.450	11.865	-0.314	-0.036	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	55.000	117.852	326.440	115.771	113.800	123.800	10.418	-0.696	0.064	0.715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	55.000	162.089	331.882	131.812	123.062	132.200	2.065	-0.092	-0.000	0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	55.000	152.326	329.243	124.232	114.903	122.125	8.142	0.241	0.064	-0.140	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.000	57.000	56.000	152.966	334.852	130.901	129.297	138.389	1.368	-0.019	-0.061	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	56.000	125.593	334.852	118.271	111.091	124.400	8.451	-0.295	-0.091	0.196	57.000	56.000	161.568	334.852	120.413	110.031	117.706	12.976	-0.230	-0.000	0.184	57.000	56.000	138.800	334.852	116.459	111.033	116.706	11.735	-0.130	-0.054	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	56.000	149.357	334.852	118.557	113.194	120.923	16.101	5.683	0.072	-5.347	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	56.000	171.978	329.267	134.140	122.500	127.448	2.176	0.111	-0.141	-0.282	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	56.000	143.700	333.562	120.955	112.424	116.360	7.901	-0.241	0.204	0.344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.000	58.000	57.000	162.821	325.405	132.141	126.455	132.333	1.333	-0.035	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	57.000	148.939	325.405	117.537	109.364	115.957	9.626	1.175	-0.000	-0.880	58.000	57.000	159.270	325.405	120.720	110.839	117.059	13.079	0.103	0.044	-0.000	58.000	57.000	143.094	325.405	116.597	110.133	113.765	11.403	-0.333	0.090	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	57.000	121.767	325.405	115.853	110.688	117.059	11.883	-4.218	0.064	4.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	57.000	168.717	334.467	135.807	124.387	131.611	2.149	-0.027	-0.000	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	57.000	136.325	331.138	120.032	110.969	117.833	7.893	-0.008	0.191	0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58.000	59.000	58.000	156.643	324.948	132.431	131.895	143.385	1.295	-0.038	-0.000	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	58.000	140.581	324.948	118.394	110.406	118.625	9.266	-0.360	-0.000	0.325	59.000	58.000	149.780	324.948	120.511	109.061	117.333	13.087	0.008	0.048	0.044	59.000	58.000	138.970	324.948	115.799	108.138	112.350	11.284	-0.119	0.000	0.162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	58.000	122.741	324.948	117.344	110.344	117.400	12.533	0.650	-0.000	-0.696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	58.000	169.791	333.801	137.277	124.600	131.727	2.065	-0.084	0.051	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	58.000	134.676	329.503	121.351	114.194	116.267	7.763	-0.130	0.128	0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.000	60.000	59.000	172.226	323.177	133.348	129.103	143.353	1.452	0.157	-0.000	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	59.000	138.744	323.177	118.137	111.152	121.000	9.293	0.027	0.054	-0.000	60.000	59.000	150.293	323.177	121.303	110.062	116.727	13.033	-0.054	-0.092	0.003	60.000	59.000	141.056	323.177	115.651	109.758	114.714	11.165	-0.119	0.000	0.160	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	59.000	123.593	323.177	117.095	110.938	118.471	12.357	-0.176	0.075	0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	59.000	157.911	332.583	134.645	122.257	130.880	1.973	-0.092	0.184	0.281	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	59.000	139.000	332.760	120.074	114.939	120.053	8.096	0.333	0.268	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.000	61.000	60.000	150.074	324.657	131.067	130.378	139.632	1.203	-0.249	-0.000	0.223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	60.000	138.111	324.657	118.372	109.688	116.500	9.607	0.314	-0.054	-0.342	61.000	60.000	151.761	324.657	119.422	111.200	116.048	13.293	0.260	-0.047	-0.184	61.000	60.000	134.378	324.657	114.563	109.179	115.077	11.027	-0.138	0.035	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	60.000	120.250	324.657	115.453	110.375	116.250	12.143	-0.214	0.192	0.437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	89.000	60.000	166.651	334.578	132.667	123.484	132.870	2.065	0.092	0.045	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	60.000	142.340	328.248	119.726	111.710	117.000	8.264	0.168	0.128	0.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61.000	62.000	61.000	163.633	324.892	134.712	133.306	153.111	1.268	0.065	-0.000	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	61.000	132.067	324.892	118.838	109.000	125.000	9.144	-0.463	-0.000	0.304	62.000	61.000	153.000	324.892	119.280	111.625	117.211	13.125	-0.168	0.048	0.044	62.000	61.000	148.000	324.892	114.870	108.929	114.050	11.360	0.333	-0.035	-0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	61.000	124.926	324.892	116.126	109.969	115.526	12.392	0.249	0.064	-0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	90.000	61.000	164.787	344.183	133.067	118.857	131.941	2.295	0.230	0.184	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	61.000	140.049	325.404	118.550	111.833	116.684	8.199	-0.065	0.256	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62.000	63.000	62.000	173.250	323.508	134.963	132.647	140.870	1.314	0.046	0.076	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	62.000	135.485	323.508	118.671	111.741	122.900	9.320	0.176	-0.000	-0.197	63.000	62.000	151.436	323.508	118.267	109.438	115.000	13.098	-0.027	-0.000	0.047	63.000	62.000	147.200	323.508	114.469	109.571	112.455	11.452	0.092	0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	62.000	121.296	323.508	114.511	110.344	116.091	11.845	-0.547	-0.128	0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.000	62.000	165.587	338.668	135.067	125.364	131.583	2.276	-0.019	0.048	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	62.000	145.275	326.897	121.261	112.853	120.857	8.302	0.103	0.256	0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63.000	64.000	63.000	169.333	321.124	132.293	129.167	137.571	1.241	-0.073	-0.064	0.009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	63.000	132.775	321.124	117.373	111.125	117.889	9.615	0.295	0.054	-0.144	64.000	63.000	154.347	321.124	119.391	111.031	115.577	13.512	0.414	-0.000	-0.279	64.000	63.000	144.357	321.124	115.160	108.692	113.917	11.490	0.038	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	63.000	115.926	321.124	114.117	109.455	114.526	11.512	-0.333	-0.064	0.256	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	63.000	154.222	340.975	133.980	124.206	137.059	2.184	-0.092	-0.000	0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	63.000	149.486	279.848	121.122	115.867	121.625	8.478	0.176	0.139	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64.000	65.000	64.000	161.963	324.407	131.209	127.469	135.048	1.241	0.000	-0.000	-0.013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	64.000	134.093	324.407	116.987	109.562	116.389	9.626	0.011	-0.090	-0.000	65.000	64.000	157.191	324.407	119.333	108.500	115.810	13.466	-0.046	-0.000	0.044	65.000	64.000	140.439	324.407	115.000	111.259	120.875	11.287	-0.203	0.000	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	64.000	118.037	324.407	114.396	110.882	119.545	11.902	0.390	-0.075	-0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	64.000	173.200	336.569	138.692	129.406	149.400	2.360	0.176	-0.184	-0.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	64.000	129.857	282.052	118.238	114.781	119.435	7.763	-0.715	0.227	0.878	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.000	66.000	65.000	178.967	323.493	132.741	126.743	136.800	1.306	0.065	-0.012	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	138.628	323.493	119.025	110.065	117.647	9.607	-0.019	-0.000	-0.000	66.000	65.000	146.674	323.493	118.216	108.848	115.412	13.179	-0.287	-0.000	0.184	66.000	65.000	142.826	323.493	116.105	110.286	115.824	11.563	0.276	0.055	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	65.000	119.333	323.493	115.487	112.062	115.783	12.078	0.176	-0.064	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	65.000	170.200	338.510	140.744	131.788	147.533	2.241	-0.119	-0.184	-0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	65.000	129.933	289.131	117.102	111.516	118.389	7.568	-0.195	0.140	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66.000	67.000	66.000	152.556	318.153	131.515	129.892	140.158	1.092	-0.214	-0.000	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	121.464	318.153	116.848	111.290	121.154	8.551	-1.056	-0.013	0.742	67.000	66.000	153.208	318.153	118.860	108.545	111.967	13.336	0.157	-0.000	-0.136	67.000	66.000	141.682	318.153	114.744	109.714	116.700	11.387	-0.176	-0.054	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	66.000	115.037	318.153	115.815	111.839	118.235	10.594	-1.484	-0.064	1.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	66.000	178.152	340.812	141.746	130.528	150.786	2.222	-0.019	-0.134	-0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	66.000	141.722	291.440	120.354	115.156	121.824	8.620	1.053	0.231	-0.663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67.000	68.000	67.000	168.267	321.859	131.953	126.030	134.304	1.260	0.168	0.013	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	127.929	321.859	117.548	110.226	115.115	8.811	0.260	0.053	-0.159	68.000	67.000	145.622	321.859	119.086	107.938	118.357	12.941	-0.395	-0.000	0.326	68.000	67.000	148.043	321.859	116.381	109.821	119.778	11.682	0.295	0.000	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	67.000	120.667	321.859	115.281	108.125	121.571	12.089	1.495	-0.064	-1.529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	67.000	160.600	331.552	137.709	127.083	145.923	1.973	-0.249	0.049	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	67.000	142.242	285.886	120.606	116.469	126.286	8.743	0.122	0.127	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68.000	69.000	68.000	151.037	321.823	131.007	130.050	141.286	1.092	-0.168	0.064	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	131.030	321.823	118.214	111.200	118.462	9.182	0.371	-0.000	-0.304	69.000	68.000	148.575	321.823	118.418	107.727	112.739	12.849	-0.092	-0.000	0.136	69.000	68.000	153.733	321.823	116.043	109.000	116.667	11.858	0.176	0.000	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	68.000	119.767	321.823	115.410	112.419	118.800	11.997	-0.092	-0.074	0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	68.000	169.783	330.855	135.781	126.057	140.875	2.092	0.119	-0.000	-0.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	68.000	126.185	283.042	116.617	114.625	119.000	7.611	-1.132	0.155	1.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69.000	70.000	69.000	156.679	322.862	132.326	129.389	134.826	1.130	0.038	-0.064	-0.064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	134.412	322.862	117.958	112.281	119.706	9.320	0.138	-0.037	-0.144	70.000	69.000	138.675	322.862	117.290	109.625	116.158	11.781	-1.068	-0.000	1.006	70.000	69.000	163.766	322.862	117.434	111.613	116.524	12.271	0.414	0.054	-0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	69.000	122.037	322.862	115.682	109.742	115.500	12.154	0.157	-0.000	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	69.000	174.674	330.398	138.198	123.306	133.450	2.276	0.184	0.140	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	69.000	129.182	284.678	117.476	115.235	121.100	8.165	0.555	0.078	-0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
