dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)
22.000	23.000	22.000	173.724	320.360	132.881	130.583	140.263	1.490	0.130	-0.063	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	153.109	320.360	136.342	133.892	150.500	1.265	-0.019	0.192	0.133	23.000	22.000	125.111	320.360	117.036	111.643	119.692	3.705	0.436	0.000	-0.395	23.000	22.000	132.186	320.360	119.770	111.212	118.190	8.567	-0.249	-0.091	0.091	23.000	22.000	160.444	320.360	123.371	114.029	123.250	12.095	0.038	-0.047	-0.044	23.000	22.000	147.867	320.360	119.283	112.419	119.692	12.972	0.157	0.000	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	121.556	320.360	116.605	113.161	122.867	9.389	0.360	0.102	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	22.000	148.022	327.646	132.656	130.971	140.857	2.720	-1.352	0.060	1.340	64.000	22.000	131.750	321.124	116.322	110.828	115.000	4.292	-0.168	0.147	0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	22.000	153.345	318.152	127.674	114.886	120.435	3.047	0.119	-0.064	-0.140	90.000	22.000	151.538	344.183	126.736	115.062	131.300	6.868	1.477	0.231	-1.221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	169.700	323.197	131.274	128.625	134.429	1.455	-0.035	0.011	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	150.978	323.197	137.621	133.421	144.476	1.154	-0.111	0.234	0.416	24.000	23.000	121.806	323.197	114.508	109.906	120.000	3.602	-0.103	-0.047	0.189	24.000	23.000	133.186	323.197	120.586	115.788	121.042	8.686	0.119	-0.000	-0.142	24.000	23.000	165.978	323.197	124.210	112.083	119.360	12.252	0.157	0.048	-0.092	24.000	23.000	149.275	323.197	118.344	111.469	115.250	12.972	0.000	-0.035	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	120.741	323.197	115.936	112.938	122.500	9.145	-0.244	0.155	0.381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	23.000	143.974	329.047	135.447	130.486	138.783	2.517	-0.203	-0.018	0.126	65.000	23.000	137.357	324.407	117.706	109.643	116.062	4.901	0.609	0.212	-0.198	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	23.000	149.464	316.399	126.451	115.647	127.750	2.925	-0.122	0.079	0.173	91.000	23.000	156.227	338.668	125.496	113.706	122.250	7.323	0.455	0.238	-0.173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	166.179	322.661	131.246	126.135	137.062	1.344	-0.111	-0.004	0.069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	153.089	322.661	130.000	130.097	154.304	1.021	-0.132	0.284	0.609	25.000	24.000	131.639	322.661	118.397	113.469	118.952	3.961	0.360	-0.046	-0.393	25.000	24.000	136.545	322.661	120.088	109.147	115.636	8.835	0.149	-0.091	-0.193	25.000	24.000	147.250	322.661	121.058	113.750	123.952	11.708	-0.544	-0.048	0.503	25.000	24.000	147.054	322.661	118.451	111.167	117.867	12.704	-0.268	0.035	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	116.741	322.661	117.084	112.333	122.667	9.405	0.260	0.078	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	24.000	149.525	332.371	135.794	128.371	137.800	2.582	0.065	0.091	-0.038	66.000	24.000	137.389	323.493	118.521	109.321	114.643	4.982	0.081	0.332	0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	24.000	137.321	318.042	124.532	117.118	122.333	2.248	-0.677	-0.063	0.661	92.000	24.000	159.357	340.975	126.308	112.771	117.625	7.564	0.241	0.291	0.086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	170.533	320.863	133.046	128.000	139.667	1.379	0.035	-0.000	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	124.800	320.863	117.122	114.742	125.167	3.154	-0.807	-0.042	0.659	26.000	25.000	143.375	320.863	121.860	112.344	119.609	9.003	0.168	-0.273	-0.376	26.000	25.000	156.311	320.863	122.909	114.735	122.545	11.957	0.249	0.048	-0.232	26.000	25.000	149.595	320.863	118.903	110.219	114.227	12.593	-0.111	-0.035	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	121.963	320.863	117.147	112.032	117.792	9.803	0.398	0.092	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	25.000	152.372	331.608	138.455	124.030	132.733	2.804	0.222	-0.000	-0.144	67.000	25.000	143.611	318.153	120.562	112.172	120.556	5.369	0.387	0.135	-0.222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	25.000	138.536	327.768	125.927	118.971	123.481	2.118	-0.130	-0.062	-0.000	93.000	25.000	130.739	336.569	120.457	113.241	120.882	6.642	-0.923	0.350	1.221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	164.111	320.764	133.288	132.629	143.167	1.398	0.019	-0.000	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	132.303	320.764	118.634	113.125	119.562	3.533	0.379	0.000	-0.330	27.000	26.000	139.864	320.764	121.267	110.906	118.556	8.884	-0.119	-0.273	-0.195	27.000	26.000	154.356	320.764	122.539	114.057	122.208	11.938	-0.019	-0.000	-0.000	27.000	26.000	135.886	320.764	117.589	109.900	122.000	11.957	-0.636	0.036	0.667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	123.000	320.764	116.271	108.963	115.389	10.144	0.341	0.078	-0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	26.000	159.000	331.002	142.136	127.281	138.333	2.758	-0.046	-0.091	-0.091	68.000	26.000	144.308	321.859	119.069	108.833	112.286	5.434	0.065	0.179	0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	26.000	131.259	319.046	124.835	118.606	127.786	1.777	-0.341	-0.142	0.142	94.000	26.000	133.628	338.510	121.271	112.143	116.429	6.902	0.260	0.264	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	162.556	321.188	131.139	127.914	131.818	1.425	0.027	0.063	-0.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	135.444	321.188	118.209	111.355	116.625	3.766	0.233	-0.125	-0.312	28.000	27.000	141.565	321.188	120.596	108.844	117.333	9.198	0.314	-0.000	-0.248	28.000	27.000	155.070	321.188	121.021	112.514	120.095	11.716	-0.222	-0.092	0.044	28.000	27.000	151.326	321.188	119.661	111.094	116.667	12.574	0.617	-0.036	-0.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	122.852	321.188	116.091	110.267	119.154	10.347	0.203	0.236	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	27.000	143.511	326.440	127.032	118.323	130.091	1.636	-1.122	0.025	1.200	69.000	27.000	141.571	321.823	118.983	108.069	111.952	6.007	0.574	0.202	-0.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	27.000	131.667	322.026	121.829	114.219	117.958	1.861	0.084	-0.000	-0.000	95.000	27.000	139.400	340.812	120.337	115.567	127.400	7.399	0.498	0.409	-0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	159.379	322.178	132.235	129.306	135.760	1.398	-0.027	-0.064	0.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	140.692	322.178	117.892	110.031	115.444	3.843	0.076	-0.078	-0.111	29.000	28.000	134.436	322.178	118.414	110.235	119.312	9.041	-0.157	0.053	0.143	29.000	28.000	147.356	322.178	122.091	113.400	123.176	11.624	-0.092	-0.000	0.135	29.000	28.000	156.167	322.178	119.394	110.241	116.357	12.693	0.119	0.036	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	121.407	322.178	115.176	107.900	112.412	10.523	0.176	0.205	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	28.000	158.067	334.852	134.962	119.531	127.933	3.018	1.382	0.054	-1.243	70.000	28.000	157.756	322.862	122.212	110.160	117.083	6.711	0.704	0.115	-0.463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	28.000	131.214	325.093	121.106	115.606	122.588	1.555	-0.306	0.142	0.410	96.000	28.000	138.711	331.552	119.216	110.469	116.913	7.797	0.398	0.323	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	167.444	329.301	132.277	126.658	138.684	1.398	0.000	-0.000	-0.015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	130.367	329.301	118.213	110.188	121.500	3.544	-0.298	-0.078	0.063	30.000	29.000	136.111	329.301	121.361	109.600	118.067	8.930	-0.111	-0.052	0.052	30.000	29.000	157.804	329.301	123.298	112.257	120.222	11.789	0.165	0.043	-0.140	30.000	29.000	160.643	329.301	119.341	108.000	115.000	12.601	-0.092	-0.036	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	120.481	329.301	114.966	110.156	114.680	10.760	0.238	0.016	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	29.000	160.467	325.405	133.933	120.867	128.833	3.232	0.214	0.107	-0.088	71.000	29.000	155.581	321.281	124.063	110.097	116.632	6.887	0.176	0.145	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	29.000	129.964	327.039	120.129	116.219	123.545	1.693	0.138	0.222	0.080	97.000	29.000	131.814	330.855	118.991	112.429	115.480	7.962	0.165	0.318	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	169.214	324.104	132.485	126.844	133.818	1.425	0.027	-0.000	-0.043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	123.815	324.104	116.290	110.286	122.111	2.714	-0.831	-0.218	0.522	31.000	30.000	132.611	324.104	118.759	108.969	113.435	8.846	-0.084	-0.000	0.052	31.000	30.000	157.644	324.104	122.203	115.742	129.333	11.643	-0.146	-0.043	0.135	31.000	30.000	147.370	324.104	117.875	110.781	118.200	12.501	-0.100	-0.054	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	124.852	324.104	115.730	113.515	120.667	8.699	-2.061	0.082	1.972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	30.000	151.364	324.948	130.004	117.452	127.938	2.264	-0.968	-0.320	0.610	72.000	30.000	154.027	323.174	122.168	110.571	115.889	6.903	0.016	0.212	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	30.000	129.778	328.900	122.122	116.912	125.000	1.888	0.195	0.080	-0.125	98.000	30.000	132.222	330.398	119.190	112.594	120.667	8.244	0.282	0.346	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	157.074	327.440	132.571	129.914	137.091	1.360	-0.065	-0.000	0.081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	121.370	327.440	114.734	110.788	116.750	2.232	-0.482	-0.012	0.395	32.000	31.000	133.821	327.440	121.388	110.290	115.192	8.949	0.103	-0.000	-0.105	32.000	31.000	159.457	327.440	123.758	115.688	130.100	11.781	0.138	-0.000	-0.141	32.000	31.000	137.978	327.440	116.468	108.323	117.929	12.179	-0.322	0.000	0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	128.519	327.440	118.601	112.281	120.625	11.426	2.727	0.142	-2.380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	31.000	149.795	323.177	127.482	122.714	129.826	2.424	0.160	0.164	0.041	73.000	31.000	152.556	318.152	121.219	109.885	113.941	6.887	-0.016	0.058	0.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	31.000	128.643	327.123	123.492	117.118	126.769	2.194	0.306	0.174	-0.078	99.000	31.000	133.881	326.901	119.043	112.969	120.385	8.539	0.295	0.229	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	154.929	324.828	130.467	125.694	132.818	1.341	-0.019	-0.000	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	123.111	324.828	115.485	112.643	117.450	2.649	0.417	0.000	-0.395	33.000	32.000	150.923	324.828	121.393	110.312	123.636	9.550	0.601	-0.091	-0.591	33.000	32.000	157.717	324.828	122.652	117.697	129.500	11.735	-0.046	-0.000	0.043	33.000	32.000	139.222	324.828	117.291	108.161	113.600	12.206	0.027	0.054	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	118.630	324.828	114.884	109.875	116.889	8.753	-2.673	0.228	2.606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	32.000	152.739	324.657	130.754	119.188	128.235	3.408	0.984	-0.051	-1.054	74.000	32.000	153.912	316.399	121.441	111.000	116.941	7.063	0.176	0.116	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	32.000	131.152	329.672	121.696	118.121	125.400	2.741	0.547	0.205	-0.205	100.000	32.000	135.444	331.863	117.324	109.933	117.083	8.899	0.360	0.314	-0.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	156.778	325.813	130.510	126.065	138.556	1.333	-0.008	-0.000	0.019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	120.143	325.813	117.725	115.812	124.263	2.435	-0.214	0.077	0.331	34.000	33.000	159.711	325.813	122.449	110.935	117.667	10.059	0.509	-0.000	-0.341	34.000	33.000	152.489	325.813	120.657	113.594	123.286	11.654	-0.081	-0.000	0.141	34.000	33.000	144.422	325.813	118.937	110.800	116.429	12.344	0.138	-0.017	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	118.929	325.813	115.357	111.778	116.750	9.189	0.436	0.123	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	33.000	157.244	324.892	131.500	123.829	130.667	3.264	-0.144	-0.094	-0.039	75.000	33.000	141.727	318.042	119.336	115.160	120.846	6.707	-0.357	-0.053	0.284	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	33.000	136.333	331.882	123.380	115.581	123.824	3.445	0.704	0.127	-0.663	101.000	33.000	131.694	329.939	118.328	108.667	112.850	9.121	0.222	0.181	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	142.741	323.593	128.550	127.886	137.824	1.249	-0.084	-0.017	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	121.407	323.593	116.388	112.969	124.400	2.481	0.046	-0.029	-0.063	35.000	34.000	161.829	323.593	122.856	110.375	125.700	10.001	-0.057	0.037	-0.037	35.000	34.000	155.383	323.593	120.768	110.618	116.810	11.570	-0.084	-0.000	0.043	35.000	34.000	146.364	323.593	119.483	110.688	116.091	12.252	-0.092	-0.036	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	127.533	323.593	117.456	111.233	118.000	12.046	2.857	0.174	-2.508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	34.000	153.622	323.508	127.884	119.697	137.143	3.126	-0.138	-0.010	0.097	76.000	34.000	137.455	327.768	118.730	114.625	120.318	6.802	0.095	0.112	0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	34.000	125.667	329.267	121.980	113.944	119.125	3.269	-0.176	0.178	0.459	102.000	34.000	160.111	333.853	122.969	112.091	123.091	10.712	1.592	0.243	-1.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	166.286	322.988	129.321	125.343	136.667	1.406	0.157	0.022	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	120.889	322.988	119.019	116.515	124.789	2.573	0.092	-0.044	-0.125	36.000	35.000	170.488	322.988	124.132	111.886	120.773	10.093	0.092	-0.000	-0.053	36.000	35.000	152.457	322.988	120.636	107.935	116.412	11.313	-0.257	0.043	0.275	36.000	35.000	138.907	322.988	116.584	112.500	122.200	11.425	-0.827	0.035	0.788	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	121.872	322.988	116.219	113.069	117.526	12.095	0.049	0.097	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	35.000	158.822	321.124	130.348	121.158	128.115	3.105	-0.020	-0.145	-0.087	77.000	35.000	136.000	319.046	116.876	109.875	117.200	6.472	-0.330	-0.022	0.249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.000	35.000	132.067	334.467	122.336	110.094	114.583	3.908	0.639	0.268	-0.459	103.000	35.000	153.262	331.557	122.431	111.464	120.500	10.536	-0.176	0.023	0.084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	154.071	322.344	128.849	123.970	131.864	1.287	-0.119	-0.060	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	127.250	322.344	122.740	120.657	128.167	2.554	-0.019	-0.222	-0.143	37.000	36.000	131.500	322.344	119.157	110.062	117.526	8.413	-1.680	-0.052	1.439	37.000	36.000	151.761	322.344	120.095	111.548	115.870	11.156	-0.157	-0.092	0.092	37.000	36.000	138.400	322.344	115.712	110.179	116.091	11.598	0.173	0.054	-0.161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	122.974	322.344	117.217	110.556	116.700	12.450	0.355	0.050	-0.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	36.000	165.174	324.407	134.529	121.417	129.480	2.631	-0.474	-0.550	-0.165	78.000	36.000	128.556	322.026	116.922	112.138	118.294	6.131	-0.341	0.000	0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	87.000	36.000	138.667	333.801	122.655	114.697	120.778	4.233	0.325	0.204	-0.127	104.000	36.000	135.333	329.029	119.225	110.000	115.417	9.909	-0.628	0.145	0.784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	166.185	317.579	128.462	121.278	128.000	1.314	0.027	-0.016	-0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	122.643	317.579	123.320	118.258	125.667	2.267	-0.287	0.019	0.268	38.000	37.000	157.209	317.579	123.316	110.758	117.842	9.825	1.412	-0.037	-1.310	38.000	37.000	157.023	317.579	120.398	111.618	119.737	11.302	0.146	0.092	-0.135	38.000	37.000	143.913	317.579	117.297	107.781	117.500	11.774	0.176	-0.090	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	118.370	317.579	114.198	110.964	115.706	8.978	-3.472	0.020	3.011	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	37.000	137.867	323.493	132.312	135.609	144.419	1.011	-1.620	-0.780	0.962	79.000	37.000	136.464	325.093	118.214	108.781	120.412	6.434	0.303	0.083	-0.106	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.000	37.000	134.233	332.583	122.710	112.909	117.048	4.546	0.314	0.255	-0.000	105.000	37.000	131.738	329.600	118.738	107.862	117.300	9.798	-0.111	0.289	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
