dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)
30.000	31.000	30.000	199.593	499.817	150.049	135.393	142.000	1.713	-0.057	-0.080	0.000	31.000	30.000	222.276	499.817	137.909	124.150	136.500	5.668	0.095	0.000	-0.074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	134.000	499.817	130.686	124.292	131.200	1.708	0.084	-0.065	-0.194	31.000	30.000	149.913	499.817	134.061	120.792	135.250	8.589	-0.230	-0.180	0.108	43.000	30.000	292.314	496.183	207.224	168.429	187.400	1.553	-0.119	-0.042	0.049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	30.000	240.857	521.669	161.484	140.828	152.615	3.838	-0.065	0.052	0.143	93.000	30.000	213.974	525.550	171.707	142.160	152.294	2.366	0.027	-0.000	-0.075	96.000	30.000	165.458	530.505	144.031	139.682	149.917	0.634	0.065	-0.062	0.000	112.000	30.000	151.926	523.950	136.277	128.864	134.111	2.553	-0.696	0.198	0.447	121.000	30.000	244.561	534.777	160.091	132.444	144.833	4.767	0.203	0.175	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	190.300	496.534	145.096	137.714	145.684	1.667	-0.046	0.021	0.061	32.000	31.000	220.483	496.534	138.525	121.636	133.000	5.760	0.092	0.089	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	132.517	496.534	130.459	125.208	131.529	1.578	-0.130	0.000	0.133	32.000	31.000	145.766	496.534	132.725	121.435	127.667	8.294	-0.295	-0.090	0.144	44.000	31.000	285.868	496.224	210.331	179.419	199.400	1.507	-0.046	-0.183	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	31.000	235.000	519.038	157.622	140.652	156.400	3.792	-0.046	-0.052	0.000	94.000	31.000	209.261	526.773	169.405	135.308	142.150	2.607	0.241	-0.074	-0.203	97.000	31.000	160.083	523.256	144.719	142.818	148.250	0.504	-0.130	0.062	0.123	113.000	31.000	145.290	522.987	132.939	124.138	128.810	2.496	-0.057	0.200	0.388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	222.133	501.410	160.921	136.040	142.000	2.666	0.999	0.000	-0.519	33.000	32.000	230.793	501.410	138.078	120.500	136.250	5.779	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	132.966	501.410	131.049	122.192	127.722	1.552	-0.027	0.000	0.000	33.000	32.000	141.854	501.410	130.652	118.731	126.316	7.915	-0.379	-0.144	0.144	45.000	32.000	306.262	491.360	217.805	182.455	206.286	1.526	0.019	-0.091	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	32.000	241.892	524.451	160.786	140.280	156.643	3.655	-0.138	-0.130	-0.091	95.000	32.000	207.607	528.542	164.230	137.464	151.364	2.198	-0.409	0.075	0.267	98.000	32.000	163.606	526.921	143.850	139.429	152.125	0.856	0.352	0.063	-0.127	114.000	32.000	137.875	530.443	130.812	124.083	129.176	1.922	-0.574	0.129	0.505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	198.286	492.879	150.452	132.217	137.944	1.724	-0.942	-0.017	0.382	34.000	33.000	227.643	492.879	137.635	118.857	131.300	5.668	-0.111	0.000	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	136.679	492.879	133.252	124.259	131.053	1.636	0.084	0.000	-0.065	34.000	33.000	144.298	492.879	131.730	120.148	125.467	7.999	0.084	-0.144	-0.090	46.000	33.000	326.581	494.257	223.617	190.111	218.375	1.518	-0.008	-0.052	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	33.000	260.882	526.086	162.922	137.000	142.182	3.571	-0.084	-0.274	-0.214	96.000	33.000	197.286	530.505	163.779	140.321	148.533	2.236	0.038	-0.011	-0.075	99.000	33.000	164.667	527.591	144.900	138.842	151.571	0.661	-0.195	0.082	0.062	115.000	33.000	140.708	534.226	128.091	124.038	132.214	2.152	0.230	0.140	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	219.593	496.753	152.020	130.125	136.737	1.862	0.138	0.000	-0.081	35.000	34.000	222.357	496.753	137.677	119.381	125.273	5.641	-0.027	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	137.889	496.753	133.276	122.773	131.167	1.735	0.100	0.130	0.059	35.000	34.000	139.656	496.753	133.104	125.880	136.667	7.471	-0.528	-0.090	0.161	47.000	34.000	312.308	495.911	222.937	191.529	204.846	1.388	-0.130	-0.091	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	34.000	193.586	523.256	163.269	137.179	150.733	2.244	0.008	-0.064	-0.076	100.000	34.000	166.800	533.072	147.889	144.500	147.476	0.940	0.279	-0.063	-0.188	116.000	34.000	137.476	529.787	129.310	123.250	129.267	2.144	-0.008	0.064	0.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	221.750	487.146	152.675	134.818	143.083	1.843	-0.019	0.000	-0.047	36.000	35.000	245.933	487.146	139.052	125.043	139.571	5.522	-0.119	-0.088	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	131.741	487.146	133.027	122.238	126.533	1.643	-0.092	-0.065	0.000	36.000	35.000	142.914	487.146	132.418	121.864	138.143	7.639	0.168	-0.124	-0.200	48.000	35.000	292.917	499.117	226.092	207.657	228.483	1.074	-0.314	-0.143	0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	35.000	204.643	526.921	162.793	137.964	144.333	2.355	0.111	-0.000	-0.078	101.000	35.000	173.848	539.001	151.448	143.462	152.700	1.181	0.241	0.064	-0.127	117.000	35.000	142.905	531.720	127.372	125.250	135.111	2.561	0.417	0.193	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	217.679	500.549	155.291	132.846	139.042	1.740	-0.103	0.000	0.119	37.000	36.000	252.519	500.549	140.475	129.609	138.000	5.303	-0.219	-0.203	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	131.222	500.549	131.890	127.200	138.438	1.773	0.130	-0.065	-0.130	37.000	36.000	194.889	500.549	138.596	121.227	124.737	9.082	1.443	-0.145	-1.585	49.000	36.000	309.000	499.948	232.188	211.933	244.500	1.066	-0.008	-0.085	0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	36.000	186.036	527.591	162.271	133.125	145.857	2.263	-0.092	-0.000	0.063	102.000	36.000	178.179	533.983	150.774	139.120	149.133	1.487	0.306	0.128	-0.128	118.000	36.000	137.619	534.975	128.670	123.565	128.706	2.756	0.195	0.193	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	236.375	494.732	155.725	131.458	150.333	1.851	0.111	0.000	-0.116	38.000	37.000	251.808	494.732	140.930	131.870	139.765	5.054	-0.249	-0.204	-0.002	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	142.519	494.732	135.770	127.710	137.400	1.525	-0.249	-0.065	0.129	38.000	37.000	147.500	494.732	131.726	114.238	120.278	7.031	-2.051	-0.234	1.708	50.000	37.000	255.043	502.444	229.400	229.400	235.500	0.303	-0.764	0.029	0.436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	37.000	193.000	533.072	170.613	147.379	153.800	2.355	0.092	-0.000	-0.051	103.000	37.000	181.361	532.855	152.294	142.560	151.550	1.559	0.073	-0.074	-0.139	119.000	37.000	144.417	539.594	130.190	122.000	125.444	3.257	0.501	0.212	-0.257	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	208.444	495.468	152.549	139.920	146.250	1.499	-0.352	-0.180	0.093	39.000	38.000	212.464	495.468	137.440	126.667	128.542	4.852	-0.203	-0.026	0.197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	130.786	495.468	136.485	130.333	146.100	2.014	0.490	-0.002	-0.455	39.000	38.000	143.571	495.468	130.265	119.700	126.200	6.893	-0.138	-0.145	0.055	51.000	38.000	250.613	503.062	239.833	239.833	259.000	0.411	0.108	0.000	-2.388E-17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	38.000	190.222	539.001	171.075	133.536	138.458	2.244	-0.111	-0.000	0.075	104.000	38.000	156.481	528.520	145.535	139.565	149.455	0.921	-0.639	0.079	0.520	120.000	38.000	152.857	535.274	129.985	123.850	146.000	3.693	0.436	0.331	-0.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	213.840	491.834	151.276	132.800	147.923	1.599	0.100	0.000	-0.055	40.000	39.000	228.812	491.834	140.123	129.810	139.625	4.878	0.027	-0.117	-0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	131.967	491.834	136.033	129.690	137.455	2.072	0.057	0.000	-0.130	40.000	39.000	146.439	491.834	135.268	122.955	132.714	6.820	-0.073	-0.214	-0.124	52.000	39.000	263.545	506.465	230.905	230.100	253.857	0.457	0.046	0.054	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	39.000	188.889	533.983	165.732	133.393	144.647	2.217	-0.027	-0.064	-0.000	105.000	39.000	173.129	532.572	152.339	142.385	162.714	1.467	0.547	0.065	-0.448	121.000	39.000	148.909	534.777	129.686	121.091	134.900	3.915	0.222	0.194	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	247.091	495.125	152.855	130.120	139.062	1.878	0.279	0.089	-0.113	41.000	40.000	270.543	495.125	142.376	126.783	135.545	5.062	0.184	0.030	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	135.103	495.125	135.918	124.083	133.692	2.312	0.241	3.980E-18	-0.195	41.000	40.000	149.477	495.125	133.887	121.917	141.800	6.774	-0.046	-0.055	0.055	53.000	40.000	226.545	504.608	202.250	202.250	209.500	0.238	-0.219	0.145	0.203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	40.000	191.607	532.855	173.593	138.680	147.714	2.041	-0.176	-0.063	0.049	106.000	40.000	164.320	529.046	144.769	135.957	144.143	1.097	-0.371	0.000	0.314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	222.333	494.862	154.557	137.000	147.750	1.943	0.065	-0.028	-0.117	42.000	41.000	234.000	494.862	141.809	123.591	128.150	4.794	-0.268	-0.145	0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	134.074	494.862	133.967	120.000	126.333	2.221	-0.092	0.132	0.195	42.000	41.000	153.316	494.862	133.998	119.652	130.923	6.506	-0.268	-0.055	0.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	41.000	190.771	528.520	173.488	135.571	144.500	2.279	0.238	-0.081	-0.118	107.000	41.000	167.724	533.111	148.536	140.760	153.583	1.487	0.390	0.130	-0.204	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	216.033	496.183	151.121	131.778	142.769	2.008	0.065	0.027	-0.032	43.000	42.000	235.138	496.183	145.357	124.381	134.500	4.840	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	136.185	496.183	131.115	123.320	131.923	1.903	-0.317	0.260	0.585	43.000	42.000	150.902	496.183	132.676	117.652	126.364	6.709	0.203	0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	42.000	198.629	532.572	168.826	133.286	142.611	2.295	0.016	-0.059	-0.109	108.000	42.000	158.000	535.802	148.943	138.636	157.500	1.487	0.000	0.136	0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	213.194	496.224	153.643	135.125	138.840	2.065	0.057	-0.059	-0.059	44.000	43.000	225.516	496.224	140.826	125.000	136.625	4.886	0.046	0.030	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	139.414	496.224	133.076	123.714	132.583	2.748	0.845	0.263	-0.584	44.000	43.000	155.279	496.224	135.339	123.476	133.071	6.625	-0.084	-0.234	-0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	43.000	196.409	529.046	162.934	134.409	147.222	2.406	0.111	-0.000	-0.062	109.000	43.000	164.893	534.659	147.966	135.885	177.000	1.578	0.092	0.065	0.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	215.967	491.360	153.000	136.800	148.667	1.870	-0.195	0.058	0.174	45.000	44.000	238.000	491.360	141.137	124.429	132.917	4.840	-0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	137.481	491.360	130.498	119.880	128.700	2.496	-0.252	0.065	0.324	45.000	44.000	153.568	491.360	135.253	123.792	130.647	6.414	-0.211	-0.324	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	44.000	192.333	533.111	160.194	138.042	148.833	2.360	-0.046	-0.087	-0.058	110.000	44.000	167.414	532.731	148.117	139.826	151.700	1.773	0.195	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	229.235	494.257	156.210	136.154	141.950	1.832	-0.038	-0.145	0.000	46.000	45.000	223.464	494.257	140.019	127.750	134.000	4.702	-0.138	0.000	0.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	133.074	494.257	129.102	123.385	130.500	2.794	0.298	0.065	-0.195	46.000	45.000	158.953	494.257	134.931	121.364	128.700	6.322	-0.092	-0.179	-0.111	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	45.000	197.579	535.802	153.198	131.087	137.300	2.303	-0.057	0.088	0.113	111.000	45.000	154.625	526.529	145.325	139.286	150.091	1.181	-0.593	-0.129	0.315	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	241.182	495.911	161.108	141.250	147.682	1.859	0.027	-0.058	-0.145	47.000	46.000	257.893	495.911	143.779	126.667	134.083	4.905	0.203	0.057	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	139.741	495.911	128.145	118.654	128.250	2.978	0.184	0.070	-0.065	47.000	46.000	164.209	495.911	139.179	121.000	131.222	6.303	-0.019	-0.145	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	46.000	214.021	534.659	157.401	135.786	145.867	2.479	0.176	0.024	-0.065	112.000	46.000	156.880	523.950	145.676	140.480	151.071	1.116	-0.065	-0.056	0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	228.111	499.117	162.211	142.000	151.000	1.572	-0.287	-0.089	0.077	48.000	47.000	242.345	499.117	142.835	132.607	139.083	4.664	-0.241	-0.203	0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	136.448	499.117	129.647	121.120	127.000	3.517	0.539	0.260	-0.324	48.000	47.000	164.600	499.117	137.850	119.238	128.250	6.460	0.157	-0.055	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	47.000	206.071	532.731	162.606	144.897	160.450	2.276	-0.203	-0.000	0.118	113.000	47.000	152.810	522.987	147.333	144.040	151.000	0.661	-0.455	0.062	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	227.700	499.948	158.411	144.697	151.500	1.285	-0.287	-0.429	-0.130	49.000	48.000	221.308	499.948	141.274	129.458	139.385	4.481	-0.184	-0.233	-0.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	137.481	499.948	129.567	120.348	126.875	3.636	0.119	0.142	0.065	49.000	48.000	165.973	499.948	141.771	122.571	128.214	6.146	-0.314	-0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	48.000	212.972	526.529	173.691	148.333	166.632	2.146	-0.130	0.057	0.170	114.000	48.000	144.750	530.443	147.333	147.333	158.500	0.438	-0.223	-0.036	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	209.094	502.444	141.983	131.600	141.273	4.427	-0.054	-0.291	-0.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	144.852	502.444	129.078	120.923	128.176	3.701	0.065	0.000	-0.065	50.000	49.000	171.065	502.444	141.263	125.609	137.727	6.249	0.103	-0.122	-0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	49.000	217.812	523.950	178.083	143.242	159.900	2.441	0.295	0.090	-0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
